;; -*- coding: utf-8 -*-
[Comment]
纯净二笔
-----------------------------------------
二笔输入法规范编码  作者：承谦堂主	
wsbd 纹丝不动 为数不多 无事不登三宝殿
wsbg 玩世不恭
wsbh 晚班
wsbj 卫生保健
wsbn 无所不能
wsbq 畏缩不前
wsbs 为数不少
wsbt 无所不谈
wsbu 晚报
wsbw 无所不为
wsby 无所不有
wsbz 无所不在
wsca 晚餐
wscl 污水处理
wsda 晚点
wsdh 无绳电话
wsdj 万事大吉
wsdq 晚稻
wsdy 无伤大雅
wsdz 外商独资
wsft 晚风 晚饭
wsfx 无私奉献
wsfy 卫生防疫
wsgj 无所顾忌
wsgw 网上购物
wsgz 为时过早
wsh 旺
wsh, 晚婚
wsha 旺
wshd 外事活动
wshf 晚会
wshh 文山会海
wshi 旺火
wshm 韪
wsj 晤
wsjb 万事俱备 晚节
wsjn 晤
wsjq 旺季
wsjs 晚景
wsju 晚间
wskn 万事开头难
wsll 威慑力量
wsnq 晚年
wspf 污水排放
wsqc 晚清
wsqj 晚期
wsqq 晚秋
wsqs 万水千山
wsry 万事如意
wssa 晚上
wssc 无所适从
wssf 无事生非
wssk 旺盛
wsss 无所事事
wssy 晚熟
wssz 为时尚早
wstg 晚
wstj 卫生条件
wsty 外商投资企业
wstz 外商投资
wswj 无所畏惧 万寿无疆
wswk 无时无刻
wswq 瓮声瓮气
wsws 旺盛
wsww 闻所未闻 万事万物 畏首畏尾
wswx 无声无息
wsxa 晚些
wsxl 晚霞
wsxy 温室效应
wsyh 握手言和
wsyo 晚宴
wsyw 为所欲为 为时已晚
wsyx 无所用心
wsyy 晚育
wszw 无所作为
wszx 晚自习
wt 外
wt, 务
wt/ 危
wtb, 外边
wtbh 外表
wtbo 外宾
wtbp 务必
wtbt 外包
wtbv 外埠
wtbw 外币
wtby 外部
wtcm 外出
wtcn 外层
wtcv 外场
wtdg 外电
wtdh 勿动
wtdj 外带
wtdp 外调
wtdr 外地人
wtdv 外地
wte 勿
wtf 外
wtfp 危房
wtfy 外方
wtg 猬
wtg. 外观
wtgd 乌干达
wtgg 外国
wtgh 外国货
wtgj 猥 猬
wtgr 外公 外国人
wtgt 乌龟
wtgu 外挂
wtgy 外国语
wthc 外汇
wthe 外行
wthg 乌黑
wthh 外环
wthl 外号
wtho 危害
wthx 危害性
wtj, 外加
wtj/ 外经
wtjb 外交部
wtjf 乌金
wtjg 危机感 外界 外交官
wtjj 外交家
wtjm 外经贸
wtjn 危局
wtjp 外军
wtjq 外籍
wtjs 外景
wtjt 危急 危及
wtju 外接
wtjx 危机
wtjy 外交
wtk 鲔
wtkd 鲔
wtkj 外壳
wtkl 乌克兰
wtko 外快
wtkq 外科
wtkx 外框
wtl, 外力
wtl; 外轮
wtlc 外流
wtlg 乌拉圭
wtlk 乌龙
wtll 外来
wtly 外来语
wtm 邬
wtmb 外贸部
wtmg 外蒙古
wtmk 外面
wtmr 外貌
wtmt 外贸
wtn 乌
wtn. 危难
wtnp 务农
wtpa 外频
wtpc 外婆
wtqf 外企
wtqj 务求
wtqp 务请
wtqq 外迁
wtqv 外墙
wtrf 外人
wts 刎
wts/ 乌纱
wtsc 外事处
wtsf 外伤
wtsh 猥琐
wtsj 外事
wtsm 乌纱帽
wtsn 外甥女
wtso 务实
wtsp 外设
wtsq 外甥
wtsw 外单位
wtsy 外商
wttb 乌托邦
wttc 外滩
wttd 五体投地
wttk 外套
wtto 外头
wttr 外逃
wtv 丸
wtwg 外围
wtwl 文韬武略
wtwt 外务
wtwy 外文 危亡
wtx/ 外线
wtxa 务虚
wtxg 外县
wtxh 外形
wtxm 危险
wtxp 危险品
wtxq 危险期
wtxr 外星人
wtxs 外星
wtxw 外向
wtxx 外向型
wtxy 猥亵
wtxz 外销
wty; 乌鸦
wtyg 外因
wtyh 乌云 外运
wtyk 乌有
wtym 外阴
wtyp 外语
wtyt 外用
wtyu 外援
wtyw 外延
wtyx 外语系
wtyy 外衣
wtzf 外债
wtzg 外置
wtzk 外在
wtzm 丸子
wtzq 外长 危重
wtzy 外资
wu 问
wubl 握别
wucm 挖出
wud; 问到
wudg 问鼎
wudi 问道
wudq 问答
wudu 挖掉
wudv 挖地
wugj 问过
wuh 闱
wuh, 问好
wuhf 问候
wuhg 挽回
wuhl 问号
wuhm 闱
wuhp 问话
wuj 闻
wuja 闻
wujc 问津
wuji 问卷
wujj 挽救
wujn 捂
wujo 挝
wujs 握紧
wujt 问及
wuju 挖掘
wukb 挖苦
wukh 挖开
wul 问
wulj 挽联
wult 挽留
wumt 闻名
wun 握
wunq 握
wuo 挖
wuo, 挖
wuqc 挖潜
wuqj 挖墙脚
wuqv 问起
wur 阌
wuri 阌
wusj 问世 闻声
wusq 握手
wut 挽
wutf 问他
wutg 挽
wuts 问题
wutv 挖土
wuwu 问问
wuxp 闻讯 问讯
wuyk 握有
wuzf 握住 捂住
wuzh 问责
wuzi 握着 捂着
wuzv 挖走
wuzz 问责制
wv 坞
wvh 圩
wvhb 圬
wvhx 圩
wvlg 坞里
wvtn 坞
ww 皖
wwba 皖北
wwbf 唯物辩证法
wwbq 威武不屈
wwbs 无往不胜
wwbz 无微不至
wwdd 稳稳当当
wwdg 蔚为大观
wwdl 娓娓道来
wwdt 娓娓动听
wwdx 未完待续
wwdz 唯我独尊
wweq 维吾尔自治区
wwey 温文尔雅
wwez 维吾尔族
wwg 魍
wwgi 魍
wwgj 文物古迹
wwgz 忘我工作
wwh 璺
wwha 璺
wwj 鼯
wwjn 鼯
wwjz 围魏救赵
wwlw 魍魉
wwnj 皖南
wwnm 舞文弄墨
wwnn 歪歪扭扭 唯唯诺诺
wwon 皖
wwqq 完完全全
wwsg 唯物史观
wwsq 文武双全
wwsy 望文生义 为我所用
wwsz 玩物丧志
wwxx 歪歪斜斜
wwys 万无一失
wwzd 文武之道
wwzg 蔚为壮观
wwzy 唯物主义
wwzz 无妄之灾 完完整整
wx 枉
wxbf 戊戌变法
wxcd 卧薪尝胆
wxcz 文学创作
wxdb 无线电波
wxdk 无息贷款
wxdl 文心雕龙
wxds 卫星电视
wxdt 无线电台
wxfc 枉法
wxfw 维修服务
wxgl 闻讯赶来
wxgx 万象更新 桅杆
wxha 枉
wxhq 五星红旗
wxj 梧
wxjj 微型计算机
wxjn 梧
wxk 杌
wxkb 杌
wxkc 无隙可乘
wxkj 无懈可击
wxrt 枉然
wxsh 晚些时候
wxt 桅
wxtk 桅
wxts 梧桐树
wxtx 梧桐
wxwk 问心无愧
wxwp 危险物品
wxws 我行我素
wxxs 武侠小说
wxys 文学艺术
wxyz 五项原则
wxzc 无形资产
wxzl 文献资料
wxzp 文学作品
wxzy 唯心主义
wy 文
wy, 妄
wy,z 妄
wy/ 紊
wy/u 紊
wyb 亡
wybj 文本
wybk 文本框
wybl 亡羊补牢 忘不了
wybq 文笔
wyby 文艺表演
wycb 文萃
wycj 文才
wycm 未雨绸缪
wycr 文采
wycz 文艺创作
wyd; 望到
wyde 忘得
wydh 汪洋大海 妄动
wydi 弯道
wydu 忘掉
wydx 文档
wyfc 文法
wyfh 亡夫
wyfj 无以复加
wyft 文风
wyfx 文艺复兴
wygg 亡国
wygj 文革 亡故
wygl 物业管理
wygn 亡国奴
wygo 文官
wygq 文稿
wygr 文公
wygt 文工团
wygz 文艺工作
wyh 望
wyha 望
wyhb 文化部
wyhf 文化
wyhg 文化宫 文化馆
wyhh 亡魂
wyhi 文火
wyhj 文化局 文化节 文化界
wyhl 物欲横流
wyho 忘怀
wyhs 文化上
wyht 庑
wyhy 文豪 污言秽语 无庸讳言
wyhz 文化站
wyj 痦
wyj, 妄加
wyjf 文件 文集
wyjg 文具 望见
wyjh 文静
wyjj 文教 文件夹
wyjm 文件名
wyjn 痦
wyjp 忘记
wykq 文科
wyky 文库
wylb 无与伦比
wylh 文理
wylj 文联 物以类聚
wyll 弯路
wyln 亡灵
wylq 紊乱
wyls 五颜六色
wylw 无一例外
wymb 文明办
wymd 文脉
wymf 亡命
wymh 文明号
wymq 文秘
wyms 文明
wymt 亡命徒
wymy 文盲 文庙
wyn 弯
wynb 弯
wynf 妄念
wynj 忘年交
wynl 外引内联
wyp 忘
wypf 文凭
wypo 忘
wyq 痿
wyq; 亡妻
wyqd 痿
wyqg 弯曲
wyql 沃野千里
wyqo 忘情
wyqv 忘却
wyqx 文曲星
wyr 文
wyrf 文人
wyrn 文弱
wyry 无业人员
wys 瘟
wys/ 文书
wysg 文史 瘟
wysj 网页设计
wysk 文殊
wysp 瘟神
wyst 危言耸听
wytf 文体
wytg 妄图
wytt 文艺团体
wytv 文坛
wytx 文天祥
wywg 无缘无故
wywh 文武 无怨无悔
wywk 无依无靠
wywl 无忧无虑
wywq 文物 忘我
wywy 望望
wywz 无影无踪
wyxg 物以稀为贵
wyxh 忘形
wyxj 文献
wyxm 无一幸免
wyxo 文学
wyxq 文选
wyxt 望洋兴叹
wyxx 妄想
wyxy 文学院
wyy, 文娱
wyy; 文雅
wyyb 文艺
wyyc 望眼欲穿 文艺演出
wyyd 弯腰 无言以对
wyyj 望远镜
wyyl 文员
wyym 无业游民
wyys 万言书
wyyw 文言文
wyyy 瘟疫 文言
wyzg 文中
wyzi 望着
wyzj 文职
wyzo 文字
wyzp 文艺作品
wyzq 乌烟瘴气
wyzs 无源之水
wyzu 文摘
wyzy 文章
wyzz 无意之中
wz 钨
wzbb 文质彬彬
wzbd 武装部队
wzbk 乌孜别克
wzbr 危重病人
wzbt 乌兹别克斯坦
wzcf 物质财富
wzcl 望子成龙 文字处理
wzct 武装冲突
wzdj 围追堵截
wzdx 危在旦夕
wzdz 豌豆
wzfb 妄自菲薄
wzfz 武装分子
wzgs 物资公司
wzgy 物资供应
wzjc 物质基础
wzjl 物质奖励
wzjy 无照经营
wzjz 违章建筑
wzlf 五脏六腑
wzlt 物资流通
wzly 物质利益
wzo 豌
wzo, 豌
wzqh 万紫千红 五中全会
wzql 为政清廉
wzqt 畏罪潜逃
wzqy 外资企业
wzqz 无足轻重
wzry 武装人员
wzs/ 钨丝
wzsh 物质生活
wzsj 网站设计
wzsy 无中生有 万丈深渊
wztj 物质条件
wztn 钨
wzwd 稳扎稳打
wzwh 物质文化
wzwm 物质文明
wzwq 完整无缺
wzws 物质文明建设
wzyh 外资银行
wzyj 稳中有降
wzys 稳中有升
wzyx 万众一心
wzyz 为之一振
wzzb 瓮中捉鳖
wzzd 妄自尊大
wzzs 畏罪自杀
x 学
x, 姓
x,/ 絮
x,/u 絮
x,f, 媳妇
x,ft 嫌犯
x,g 勰
x,gj 勰
x,i 嫌
x,i; 嫌
x,j 嬉
x,jz 嬉
x,m 婿
x,mk 婿
x,mt 姓名
x,ny 絮凝
x,p, 嬉皮
x,qj 姓
x,qy 嫌弃
x,st 姓氏
x,sy 娴熟
x,u 娴
x,ub 娴
x,w 媳
x,wn 媳
x,x. 嬉戏
x,xm 嫌隙
x,yf 嫌疑犯
x,yp 絮语
x,yr 嫌疑人
x,yt 嫌疑
x. 习
x.; 戏
x.;r 戏
x.de 习得
x.fc 戏法
x.go 习惯
x.gs 习惯上
x.gx 习惯性
x.gy 习惯于
x.jh 戏剧化
x.jj 戏剧家
x.jn 戏剧
x.jx 戏剧性
x.mt 熊猫
x.nh 戏弄
x.o 熊
x.oo 熊
x.qg 戏曲
x.qq 习气
x.sf 习俗
x.sg 戏水
x.sk 戏耍
x.sp 戏说
x.sy 熊市
x.t. 戏台
x.tj 习题集
x.ts 习题
x.x. 熊熊
x.xo 习性
x.xp 戏谑
x.ym 戏院
x.yt 习用
x.z 习
x.zf 习作
x.zm 戏子
x.zo 习字
x/ 线
x/; 骁
x/;q 骁
x/b, 乡办
x/b/ 续编
x/bd 细胞
x/bl 乡巴佬
x/bu 巡捕
x/bw 细白
x/c 乡
x/cf 续传
x/co 细察
x/cq 细长 线程 乡愁
x/cx 乡村
x/df 续贷
x/dp 细读
x/dw 线段
x/f 绡
x/f/ 细缝
x/fc 绡
x/fd 驯服
x/fn 续费
x/fp 飨
x/fr 细分
x/fu 巡抚
x/g 细
x/gb 乡干部
x/gj 细
x/h, 线
x/hb 绣花
x/hc 细活
x/he 续航 巡航
x/hf 驯化 细化
x/hg 巡回
x/j 续
x/j. 续
x/ja 绁
x/jb 细菌 细节 巡警
x/jf 续集
x/jk 绪
x/jn 续建
x/jo 细究
x/ju 乡间
x/jx 细菌学
x/jz 缬
x/kq 细看
x/lb 线路板
x/lc 细流
x/ld 巡逻队
x/lg 巡逻 乡里
x/li 细粮
x/ll 线路
x/lp 绪论
x/lz 绚丽
x/mg 细目
x/mn 乡民
x/mo 细密
x/mq 细毛
x/n, 细嫩
x/nd 细腻
x/p 巡
x/pq 续篇
x/pv 巡
x/q 纤
x/qd 绣
x/qg 线圈
x/qm 乡亲们
x/qo 乡情
x/qq 续签
x/qx 纤
x/qy 乡亲
x/r; 细软
x/s/ 细纱
x/sc 细沙
x/sd 线速度
x/si 细数
x/sj 线索 细述
x/sk 细碎
x/sp 巡视 细说
x/t 绚
x/tl 细听
x/ts 绚
x/tt 线条
x/tv 乡土
x/w 驯
x/w/ 纤维
x/we 细微
x/wo 续完
x/ws 纤维素
x/wu 细问
x/wx 驯
x/x 缃
x/x/ 细细
x/xd 细小
x/xg 缃
x/xh 线形
x/xj 乡下
x/xn 续弦
x/xo 线性
x/xp 细心
x/xr 乡下人
x/xx 细想
x/y 骧
x/y. 骁勇
x/yg 乡野
x/yi 驯养
x/yj 细雨 巡洋舰
x/yl 骧
x/yp 细语
x/yy 乡音
x/z; 细致
x/zf 乡政府
x/zg 细则
x/zi 绣着
x/zn 巡展
x/zp 巡诊
x/zq 乡长
x/zy 线装
x/zz 乡镇
x; 邪
x;di 邪道
x;ej 邪恶
x;h 轩
x;hr 邪乎
x;hx 轩
x;jj 邪教
x;ll 邪路
x;m 邪
x;mu 邪门
x;my 邪魔
x;nf 邪念
x;o 辖
x;on 辖
x;qq 邪气
x;qz 辖区
x;sp 邪说
x;y; 轩辕
xa 些
xabu 虚报
xacp 虚词
xady 虚度
xagx 虚构
xagy 虚高
xah 些
xah/ 虚幻
xahc 虚汗
xajf 虚假
xajo 虚惊
xakk 虚夸
xako 虚空
xald 心安理得
xamt 虚名
xanu 虚拟
xapd 虚胖
xarb 虚荣
xarn 虚弱
xarx 虚荣心
xas 虚
xasg 虚岁
xasi 虚数 虚
xaso 虚实
xasp 虚设
xatd 虚脱
xawf 虚伪
xawh 虚无
xaws 相安无事
xawy 虚妄
xax/ 虚线
xaxp 虚心 些许
xb 薪
xb/ 芗
xb/c 芗
xb;j 荤
xbcb 苋菜
xbcj 薪酬
xbdc 蓄电池
xbdf 西部大开发
xbdq 西北地区
xbdz 喧宾夺主
xbe 荇
xbea 荇
xbes 蓰
xbf 莶
xbfl 莶
xbg 苋
xbgc 校办工厂
xbgj 葸
xbgr 荥
xbgt 苋
xbgx 西北工业大学
xbhc 蓄洪
xbj 茜 蕈
xbj, 茜
xbjf 薪金
xbjm 蕈
xbjq 蓄积
xbk 薤
xbk. 薤
xbkf 西部开发
xbly 西伯利亚
xbmp 蓄谋
xbn 萧
xbnb 芎
xbnh 荨
xbnj 萧
xbo 萱
xbob 蓿
xbon 萱
xbp 芯
xbpo 芯
xbpw 芯片
xbq 薰
xbqg 薰
xbsc 蓄水池
xbsg 薪水 萧山 蓄水
xbsh 萧瑟
xbsu 蓄势
xbt 荀
xbtg 藓
xbts 荀
xbtt 萧条
xbw 薛
xbwl 下不为例
xbwn 薛
xbwy 学部委员
xbx 菥
xbxb 萧萧
xbxe 菥
xbxg 葙
xbxj 虾兵蟹将
xby 蓄
xby/ 蓄
xbyi 莘 薪
xbym 荥阳
xbyy 瑕不掩瑜 蓄意
xbzj 喜不自禁
xbzs 喜不自胜
xbzx 相比之下
xbzy 心不在焉
xc 溪
xc. 浚
xc.r 浚
xca 瀣
xcat 瀣
xcb 潇
xcbd 宣传报道
xcbg 现场办公
xcbn 潇
xcbx 相持不下
xcbz 宣传部长
xccb 洗菜
xccc 消沉
xccf 现场采访
xccm 消除
xcdc 洗涤
xcdg 消毒柜
xcdh 消毒
xcdj 洗涤剂 消毒剂
xcdl 雄才大略
xcdu 洗掉
xcdx 新陈代谢
xcf 消
xcf, 洗发
xcfc 消防车 消
xcff 消防法
xcfg 消费国
xcfh 溆
xcfl 消费量
xcfm 消防
xcfn 消费
xcfo 泄愤
xcfp 消费品
xcfs 洗发水
xcfz 消费者
xcgz 宣传工作
xchc 泄洪
xchd 消化道
xchf 消化
xchg 学成回国
xchh 消耗
xchl 消耗量
xchm 消化酶
xchy 消化液
xcj 泄
xcja 渫 泄
xcjc 湘江
xcjd 洗脚
xcjh 新仇旧恨
xcjj 新春佳节
xcjp 湘军
xcjt 消解
xcjv 洗劫
xcjx 消极
xcjy 洗净
xckc 消渴
xckl 溪口
xcl/ 洗练
xclc 溪流 泄漏
xcld 洗脸
xcll 泄露
xclp 洗礼
xcmk 洗面
xcml 消灭
xcmn 洗面奶
xcmo 泄密
xcmy 消磨
xcn 汛
xcnd 洗脑
xcnh 浔
xcnx 汛
xco 渲
xcon 渲
xcp 泻
xcp; 泻
xcpe 洗盘
xcpp 心潮澎湃
xcpw 洗牌
xcq 洗
xcqa 洗
xcqc 洗清
xcqg 消遣
xcqj 汛期
xcqo 汛情
xcqq 泄气
xcqv 洗去
xcqz 洗钱
xcr 淆
xcrc 渲染 洗染
xcri 溪
xcrk 浠 淆
xcrm 汹
xcrz 消融
xcsc 潇洒 洗漱
xcsf 泄私愤
xcsg 溪水
xcsj 洗手间 消散
xcsn 洗刷
xcsq 消失 洗手
xcsr 心慈手软
xcss 消暑
xcsu 消逝
xcsw 心驰神往
xcsy 消瘦
xct 汐
xctc 湘潭
xctn 消退
xcto 洗头
xcts 洵
xctv 汐
xcw 溴
xcw; 涎
xcwc 漩涡
xcwk 洗碗
xcwm 洫
xcwn 溴
xcww 喜出望外
xcwy 消亡
xcx 湘
xcxb 消息报
xcxc 潇潇
xcxe 淅
xcxg 湘
xcxj 湘西
xcxs 相差悬殊
xcxw 消息
xcy 泫
xcy, 漩
xcy/ 泫
xcyc 汹涌
xcyf 洗衣粉
xcyi 消炎
xcyj 洗衣机
xcyx 响彻云霄
xcyy 洗衣
xczb 现场直播
xczc 洗澡
xczd 消肿
xczj 洗澡间
xczo 消灾
xd 小
xd, 胁
xd,o 胁
xdbd 小不点
xdbf 小便
xdbh 小百货
xdbl 小白脸
xdbu 小报
xdbw 小兵
xdby 胸部
xdc; 小车
xdcb 小草
xdcd 小肠
xdce 小船
xdcf 胁从
xdcg 小虫
xdcl 小吃
xdcm 小丑
xdco 小窗
xdcq 小乘
xdcv 小城
xdcz 小册子
xdd, 小刀
xddc 小洞
xddd 小得多
xddi 小弟
xddm 小队
xddp 小调
xddt 小岛
xddy 小店 笑掉大牙
xddz 小动作
xdeh 小二
xdek 小儿科
xdeo 小额
xdet 小儿
xdey 相对而言
xdez 席地而坐
xdfd 小腹 小分队
xdfg 小贩
xdfm 许多方面
xdfn 小费
xdfw 小范围
xdg 省
xdgg 小国
xdgh 省
xdgi 膝盖
xdgj 小工
xdgm 小规模
xdgn 小姑娘
xdgt 小狗
xdgw 小鬼
xdha 小虎
xdhb 小花
xdhc 小河
xdhe 小孩儿
xdhf 小伙
xdhi 小火
xdhl 小号
xdhm 小孩
xdho 胸怀
xdhs 现代化建设
xdhy 现代汉语
xdhz 小孩子 小伙子
xdj 腊
xdj, 小姐
xdj. 小鸡
xdj/ 小结
xdja 腊
xdjb 小节
xdjd 小脚
xdjf 小件
xdjh 小家伙
xdjl 心胆俱裂
xdjm 兄弟姐妹
xdjp 小计 胸襟
xdjs 凶多吉少
xdjx 下定决心
xdjy 现代教育 小将
xdkg 相当可观
xdkj 现代科技
xdkl 胸口
xdkm 小孔
xdkq 小看
xdkv 小块
xdkx 现代科学
xdky 小康
xdlk 小两口
xdll 小路
xdlq 下大力气
xdls 相对来说
xdlt 小灵通
xdlx 小楼
xdly 小鹿
xdm, 小妹
xdmb 小卖部
xdmh 小麦
xdmi 小米
xdmt 小猫
xdmu 胸闷
xdmz 小拇指
xdn, 小妞
xdnd 小脑
xdnh 虚度年华
xdnp 小农
xdnq 小牛
xdnt 小鸟
xdny 现代农业
xdpd 胸脯
xdpj 小票
xdpl 小品
xdpw 胁迫
xdpy 小朋友
xdqd 胸腔
xdqh 小气候
xdqi 胸前
xdqj 小巧
xdqn 小青年
xdqq 小气
xdqx 小桥
xdqy 省亲 小企业
xdqz 小区
xdrf 小人
xds 腥
xdsc 小生产
xdsg 小山
xdsh 小时候
xdsi 小数
xdsj 小声 小事 小说家
xdsl 心地善良
xdsm 小市民
xdsn 小时内
xdsp 小说
xdsq 小生 腥
xdss 小时
xdsx 小树
xdsy 小商
xdsz 小叔子
xdt 胸
xdtd 胸膛 小腿
xdtf 小偷
xdth 心得体会
xdto 膝头
xdtq 小提琴 胸透
xdtr 胸
xdtu 小摊
xdv 小
xdw 腺
xdwg 胸围
xdwk 先睹为快
xdwl 腥味
xdwm 现代文明
xdwn 小屋 腺
xdwo 省悟
xdwt 许多问题
xdx 膝
xdxc 小溪
xdxd 小小 胸腺
xdxf 膝
xdxh 小型
xdxj 小巷
xdxl 小雪
xdxo 小学
xdxp 小心
xdxs 小学生
xdxx 小学校
xdxy 小心眼
xdy, 小姨
xdyg 小鸭
xdyh 小于
xdyi 小羊
xdyj 小雨
xdym 小院
xdyp 小语
xdyq 小夜曲
xdyx 小游戏
xdyz 小燕子 相得益彰 形单影只
xdz/ 小组
xdzb 小字辈
xdzg 胸罩 胸中
xdzh 小组会
xdzj 信贷资金
xdzm 小子
xdzo 小字
xdzt 小猪
xdzu 小指
xdzx 胸椎
xdzy 小站
xdzz 小镇
xe 行
xea 徙
xeaa 徙
xeau 须按
xebt 行不通
xebx 行不行
xec; 行车
xecq 行程
xedh 行动
xeds 行动上
xedt 行得通
xee 循
xeej 循
xef 徐
xef, 须发
xefh 徐
xefp 行房
xegt 洗耳恭听
xehg 行贿
xehh 循环
xehs 循环赛
xehx 行
xej 舾
xej, 舾
xeje 行径
xejh 行进
xejp 行军
xeju 衔接
xejy 行迹
xek 须
xekg 须
xell 行路
xelp 行礼
xelt 须留
xelx 行李
xely 行旅
xemm 须眉
xemn 须弥
xenj 行囊
xep/ 行骗
xeqj 行期
xeqo 行窃
xerf 行人
xert 欣然
xes/ 行驶 行书
xesf 欣赏 行使
xesg 行署
xesi 行善
xesj 行事
xesq 徇私
xesx 形而上学
xet 欣
xetf 欣
xeto 行头
xets 徇
xewi 行为
xewj 悬而未决
xewn 欣慰
xewy 行文
xexe 徐徐
xexh 小恩小惠
xexj 欣喜
xexr 行凶
xexs 行星
xexw 须向
xexy 循序
xexz 行销
xey 舷
xey/ 舷
xeyj 显而易见
xeyo 欣悦
xeyw 须臾
xeyz 行医
xez 衔
xezc 行政村
xezf 行政法
xezi 徐州
xezj 行政
xezk 须在
xezl 行踪
xezq 须知 行政区
xezs 徐州市
xezv 行走
xezy 行装
xf 修
xf. 叙
xf.; 翕
xf; 偕
xf;t 偕
xfb, 斜边
xfba 信步
xfbg 信不过
xfbp 修补
xfbx 信不信
xfcq 修长
xfcu 修持
xfcy 晓风残月
xfd 肖
xfd. 修
xfdb 修订本
xfdf 信贷
xfdg 仙风道骨 信得过 修订稿
xfdh 翕动
xfdi 修道
xfdp 修订
xfdt 仙丹
xfdy 修道院
xff 鑫
xffd 信服
xfff 信佛
xffh 信奉 鑫
xffj 信访局
xffp 信访
xffq 修复
xfft 信风
xffv 信封
xfg 仙
xfg, 仙姑
xfgg 修改稿
xfgj 西方国家
xfgn 修改
xfgs 儇
xfgx 仙
xfh, 修好
xfhc 信汇
xfhf 休会
xfhl 信号
xfhm 信函
xfhp 仙鹤
xfj 僖
xfja 小富即安
xfjc 信江
xfjf 休假 信件
xfjg 消费结构
xfji 修剪
xfjj 信教
xfjn 修建
xfjq 信笺
xfjt 斜角
xfjv 仙境
xfjx 叙旧
xfjy 削减
xfjz 僖
xfkf 心服口服
xfkj 休克
xfko 侠客
xfl 侠
xflg 修理工
xflh 修理
xfli 修炼
xflj 信赖
xfll 修路
xflq 侠
xfly 叙利亚 斜率
xfmg 休眠
xfmk 斜面
xfn, 仙女
xfnf 信念
xfng 斜睨
xfno 休宁
xfo 斜
xfoj 斜
xfp 逍
xfpc 消费品市场
xfpj 修配
xfpl 削平
xfpp 修谱
xfpv 斜坡 逍
xfpw 像片
xfqb 修葺
xfqq 休憩
xfqv 削去
xfqz 心浮气躁
xfrf 信任
xfrn 削弱
xfrz 仙人掌
xfs 削
xfs/ 修缮
xfsd 休斯敦
xfsf 想方设法
xfsg 修水
xfsh 像素
xfsj 叙述 叙事
xfso 信守
xfsp 斜视 叙说
xfsq 信手
xfss 像是
xfst 修饰
xfsw 修身
xfsy 休市
xft 像
xfte 信徒
xftf 斜体 歙
xftg 偕同 像
xftl 修铁路
xftt 信条
xftu 信托
xftx 仙桃
xfty 信天游
xfw/ 斜纹
xfwq 信物
xfwr 仙翁
xfx 休
xfx. 修习
xfx/ 斜线
xfxc 相辅相成
xfxe 修行
xfxf 肖像
xfxg 信息港
xfxh 信息化
xfxl 信息量
xfxo 休学
xfxp 信心
xfxq 信箱
xfxr 休息日
xfxt 鸺
xfxu 休闲
xfxw 休息 信息
xfxx 休想
xfxy 腥风血雨
xfy 信
xfyf 信仰
xfyh 信
xfyi 修养 侠义 信义 休养
xfyl 心烦意乱
xfym 信阳
xfyo 信誉
xfyr 逍遥
xfys 信用社
xfyt 信用
xfyx 像样
xfyz 信用证
xfz/ 信纸
xfza 休战 休止
xfzb 信噪比
xfzh 消费者协会 心腹之患
xfzi 信州
xfzj 休整 修正
xfzl 兴风作浪
xfzm 仙子
xfzq 修造 修筑
xfzr 先发制人
xfzy 像章
xg 县
xg, 勖
xg. 县
xgao 悬案
xgb, 县办
xgb/ 瞎编
xgbm 相关部门
xgca 修改草案
xgcl 兴高采烈 星光灿烂
xgcr 习惯成自然
xgct 瞎猜
xgcu 瞎扯
xgcv 县城
xgdj 循规蹈矩
xgf 蛸
xgfc 悬浮 蛸
xgff 县份
xgfw 悬浮物
xgfy 悬浮液
xgg 蚬
xggd 相关规定
xggj 岫
xggo 县官
xggr 峡谷
xggt 岘 蚬
xggu 悬挂
xgh 盱
xghn 瞎胡闹
xghp 瞎话
xghx 盱
xgj 虾
xgj/ 县级
xgjd 寻根究底
xgjv 虾
xgjz 黠
xgko 悬空
xgl 峡
xglf 县令
xglg 县里
xgll 香格里拉
xglq 峡
xgmy 乡规民约
xgnf 悬念
xgng 县内
xgnr 相关内容
xgo 瞎
xgon 瞎
xgp 悬
xgpo 悬
xgqa 心高气傲
xgqy 心甘情愿
xgr 崤
xgrf 虾仁
xgrk 崤
xgrq 蟋
xgs 蝎
xgsf 悬赏
xgsg 蟋蟀
xgsj 下个世纪
xgsk 悬殊
xgsn 县属
xgsp 瞎说
xgsr 新官上任
xgst 蝎
xgsy 县市
xgt 峋 见
xgtg 蟓
xgtq 香港特别行政区
xgts 峋
xgw 螅
xgwn 螅
xgwq 县委
xgx 蜥
xgxe 蜥
xgxq 下个星期
xgxw 相关新闻
xgxz 效果显著
xgy 眩
xgy/ 眩
xgye 县衙
xgyg 蜥蜴 悬崖
xgyj 修改意见
xgys 眩晕
xgzf 县政府
xgzg 下岗职工
xgzh 瞎指挥
xgzj 县直
xgzl 相关资料
xgzm 瞎子 蝎子
xgzq 县长
xgzx 学贯中西
xgzy 见状
xh 现
xhbl 消化不良
xhbx 型板
xhby 形变
xhch 现场会
xhcj 相互促进
xhck 形成
xhcm 现出
xhcv 现场
xhcy 瑕疵
xhcz 现钞
xhdf 现代
xhdh 现代化
xhdr 现代人
